unique_id,ds,demand,sales,is_available
0,2020-05-15,2.0637665,2.0637665,1.0
0,2020-05-16,1.7883501,1.7883501,1.0
0,2020-05-17,1.9381492,1.9381492,1.0
0,2020-05-18,0.91432476,0.0,0.0
0,2020-05-19,1.1394805,0.0,0.0
0,2020-05-20,1.4220243,0.0,0.0
0,2020-05-21,1.655958,1.655958,1.0
0,2020-05-22,2.6422565,2.6422565,1.0
0,2020-05-23,2.2881103,2.2881103,1.0
0,2020-05-24,2.017027,2.017027,1.0
0,2020-05-25,1.001119,0.0,0.0
0,2020-05-26,1.4389663,1.4389663,1.0
0,2020-05-27,1.5628111,1.5628111,1.0
0,2020-05-28,2.3361776,0.0,0.0
0,2020-05-29,1.8123808,1.8123808,1.0
0,2020-05-30,2.2992237,2.2992237,1.0
0,2020-05-31,1.1871331,0.0,0.0
0,2020-06-01,0.20432508,0.0,0.0
0,2020-06-02,0.37566215,0.0,0.0
0,2020-06-03,1.9624743,1.9624743,1.0
0,2020-06-04,1.8193662,1.8193662,1.0
0,2020-06-05,2.4822557,2.4822557,1.0
0,2020-06-06,2.898474,2.898474,1.0
0,2020-06-07,2.345052,2.345052,1.0
0,2020-06-08,1.792444,1.792444,1.0
0,2020-06-09,0.73734576,0.73734576,1.0
0,2020-06-10,2.092552,2.092552,1.0
0,2020-06-11,2.5226984,2.5226984,1.0
0,2020-06-12,2.2193217,0.0,0.0
0,2020-06-13,2.4032593,0.0,0.0
0,2020-06-14,2.0465589,0.0,0.0
0,2020-06-15,1.9308171,0.0,0.0
0,2020-06-16,1.7889694,1.7889694,1.0
0,2020-06-17,0.843426,0.0,0.0
0,2020-06-18,1.5536771,1.5536771,1.0
0,2020-06-19,1.5945816,0.0,0.0
0,2020-06-20,2.9442706,2.9442706,1.0
0,2020-06-21,2.54288,0.0,0.0
0,2020-06-22,1.8740914,0.0,0.0
0,2020-06-23,1.5826287,1.5826287,1.0
0,2020-06-24,1.8058807,0.0,0.0
0,2020-06-25,2.4009495,2.4009495,1.0
0,2020-06-26,2.5290596,2.5290596,1.0
0,2020-06-27,2.410137,2.410137,1.0
0,2020-06-28,2.72144,2.72144,1.0
1,2020-01-01,0.0,0.0,1.0
1,2020-01-02,0.0,0.0,1.0
1,2020-01-03,1.837188,1.837188,1.0
1,2020-01-04,1.7925143,1.7925143,1.0
1,2020-01-05,1.2294431,0.0,0.0
1,2020-01-06,0.22628576,0.22628576,1.0
1,2020-01-07,1.0068002,1.0068002,1.0
1,2020-01-08,1.0956086,0.0,0.0
1,2020-01-09,1.7623155,0.0,0.0
1,2020-01-10,1.5605906,0.0,0.0
1,2020-01-11,1.8143754,1.8143754,1.0
1,2020-01-12,0.91940284,0.0,0.0
1,2020-01-13,0.85477155,0.85477155,1.0
1,2020-01-14,0.0,0.0,1.0
1,2020-01-15,1.0525129,1.0525129,1.0
1,2020-01-16,0.6177648,0.0,0.0
1,2020-01-17,0.76294446,0.76294446,1.0
1,2020-01-18,0.6033929,0.0,0.0
1,2020-01-19,1.2382724,0.0,0.0
1,2020-01-20,0.5396662,0.5396662,1.0
1,2020-01-21,0.0,0.0,1.0
1,2020-01-22,0.31524563,0.31524563,1.0
1,2020-01-23,0.7965399,0.0,0.0
1,2020-01-24,1.1702709,0.0,0.0
1,2020-01-25,1.821298,0.0,0.0
1,2020-01-26,0.0,0.0,0.0
1,2020-01-27,0.29737157,0.0,0.0
1,2020-01-28,0.0,0.0,1.0
1,2020-01-29,0.0,0.0,1.0
1,2020-01-30,0.8881749,0.0,0.0
1,2020-01-31,1.4315152,0.0,0.0
1,2020-02-01,2.1108117,2.1108117,1.0
1,2020-02-02,1.2279109,0.0,0.0
1,2020-02-03,1.219529,1.219529,1.0
1,2020-02-04,0.38906372,0.38906372,1.0
1,2020-02-05,0.8730794,0.8730794,1.0
1,2020-02-06,1.2991319,1.2991319,1.0
1,2020-02-07,2.0215933,2.0215933,1.0
1,2020-02-08,2.7624986,2.7624986,1.0
1,2020-02-09,2.051379,0.0,0.0
1,2020-02-10,1.0155327,1.0155327,1.0
1,2020-02-11,1.6243788,0.0,0.0
1,2020-02-12,1.50937,1.50937,1.0
1,2020-02-13,2.3110898,2.3110898,1.0
1,2020-02-14,2.8346643,0.0,0.0
1,2020-02-15,3.575114,0.0,0.0
1,2020-02-16,3.1096568,3.1096568,1.0
1,2020-02-17,2.7778482,0.0,0.0
1,2020-02-18,1.1143767,1.1143767,1.0
1,2020-02-19,1.8541104,1.8541104,1.0
1,2020-02-20,3.1311607,0.0,0.0
1,2020-02-21,3.550829,3.550829,1.0
1,2020-02-22,2.7954035,2.7954035,1.0
1,2020-02-23,3.2491376,3.2491376,1.0
1,2020-02-24,2.19693,2.19693,1.0
1,2020-02-25,2.2417412,2.2417412,1.0
1,2020-02-26,1.6262009,1.6262009,1.0
1,2020-02-27,2.1842716,0.0,0.0
1,2020-02-28,3.6519935,0.0,0.0
1,2020-02-29,2.7058387,0.0,0.0
1,2020-03-01,2.3060596,2.3060596,1.0
1,2020-03-02,2.9366035,0.0,0.0
1,2020-03-03,2.4804006,2.4804006,1.0
1,2020-03-04,2.2437642,2.2437642,1.0
1,2020-03-05,3.2969313,0.0,0.0
1,2020-03-06,2.824741,0.0,0.0
1,2020-03-07,2.833939,0.0,0.0
1,2020-03-08,2.8687432,2.8687432,1.0
1,2020-03-09,2.6999137,2.6999137,1.0
1,2020-03-10,1.232713,1.232713,1.0
1,2020-03-11,1.9548473,0.0,0.0
1,2020-03-12,1.5079198,0.0,0.0
1,2020-03-13,2.1770358,2.1770358,1.0
1,2020-03-14,1.3662868,1.3662868,1.0
1,2020-03-15,0.8809463,0.8809463,1.0
1,2020-03-16,0.47483277,0.47483277,1.0
1,2020-03-17,0.8657813,0.8657813,1.0
1,2020-03-18,0.30593586,0.0,0.0
1,2020-03-19,0.62673277,0.62673277,1.0
1,2020-03-20,1.1415706,0.0,0.0
1,2020-03-21,0.75952446,0.75952446,1.0
1,2020-03-22,1.0496823,1.0496823,1.0
1,2020-03-23,0.5021754,0.0,0.0
1,2020-03-24,0.0,0.0,1.0
1,2020-03-25,0.0,0.0,1.0
1,2020-03-26,0.0,0.0,0.0
1,2020-03-27,0.95099974,0.0,0.0
1,2020-03-28,0.83966964,0.0,0.0
1,2020-03-29,0.0,0.0,0.0
1,2020-03-30,0.0,0.0,0.0
1,2020-03-31,0.0,0.0,0.0
1,2020-04-01,0.30828595,0.30828595,1.0
1,2020-04-02,0.0,0.0,1.0
1,2020-04-03,0.28796113,0.0,0.0
1,2020-04-04,1.7900851,0.0,0.0
1,2020-04-05,1.4368502,0.0,0.0
1,2020-04-06,0.8535116,0.0,0.0
1,2020-04-07,0.0793609,0.0793609,1.0
1,2020-04-08,0.6197466,0.0,0.0
1,2020-04-09,0.66376305,0.66376305,1.0
1,2020-04-10,1.715546,1.715546,1.0
1,2020-04-11,2.1307356,2.1307356,1.0
1,2020-04-12,1.2588779,0.0,0.0
1,2020-04-13,1.0435207,0.0,0.0
1,2020-04-14,0.58713615,0.58713615,1.0
1,2020-04-15,0.9434248,0.0,0.0
1,2020-04-16,0.37565464,0.37565464,1.0
1,2020-04-17,2.1137183,2.1137183,1.0
1,2020-04-18,1.8202355,1.8202355,1.0
1,2020-04-19,0.7152973,0.7152973,1.0
1,2020-04-20,0.8081156,0.8081156,1.0
1,2020-04-21,0.6591997,0.6591997,1.0
1,2020-04-22,0.040109456,0.040109456,1.0
1,2020-04-23,1.6002973,0.0,0.0
1,2020-04-24,1.2029676,1.2029676,1.0
1,2020-04-25,1.6558179,1.6558179,1.0
1,2020-04-26,1.0148425,1.0148425,1.0
1,2020-04-27,0.10266602,0.0,0.0
1,2020-04-28,0.84616387,0.84616387,1.0
1,2020-04-29,1.2213964,1.2213964,1.0
1,2020-04-30,0.6081383,0.0,0.0
1,2020-05-01,2.387857,0.0,0.0
1,2020-05-02,2.3610215,0.0,0.0
1,2020-05-03,2.3515236,0.0,0.0
1,2020-05-04,1.7269154,0.0,0.0
1,2020-05-05,0.6320882,0.6320882,1.0
1,2020-05-06,1.503404,1.503404,1.0
1,2020-05-07,2.4399168,2.4399168,1.0
1,2020-05-08,2.0545409,0.0,0.0
1,2020-05-09,2.0787723,2.0787723,1.0
1,2020-05-10,0.7412944,0.0,0.0
1,2020-05-11,0.7878649,0.0,0.0
1,2020-05-12,0.0,0.0,1.0
1,2020-05-13,1.0678666,0.0,0.0
1,2020-05-14,1.8879142,1.8879142,1.0
1,2020-05-15,1.7781782,1.7781782,1.0
1,2020-05-16,0.94432175,0.94432175,1.0
1,2020-05-17,1.6806438,0.0,0.0
1,2020-05-18,0.5360296,0.0,0.0
1,2020-05-19,0.86385024,0.86385024,1.0
1,2020-05-20,0.7791164,0.0,0.0
1,2020-05-21,0.90611315,0.90611315,1.0
1,2020-05-22,1.9765947,0.0,0.0
1,2020-05-23,2.3053095,0.0,0.0
1,2020-05-24,1.8532157,0.0,0.0
1,2020-05-25,1.776781,1.776781,1.0
1,2020-05-26,0.95422447,0.95422447,1.0
1,2020-05-27,0.90396583,0.90396583,1.0
1,2020-05-28,1.2600561,1.2600561,1.0
1,2020-05-29,2.4929986,0.0,0.0
1,2020-05-30,2.2370427,2.2370427,1.0
1,2020-05-31,1.3691379,1.3691379,1.0
1,2020-06-01,0.89499414,0.0,0.0
1,2020-06-02,1.309456,1.309456,1.0
1,2020-06-03,0.8400732,0.8400732,1.0
1,2020-06-04,2.0050254,0.0,0.0
1,2020-06-05,2.9779096,0.0,0.0
1,2020-06-06,2.2117324,0.0,0.0
1,2020-06-07,1.3001953,0.0,0.0
1,2020-06-08,0.44255614,0.44255614,1.0
1,2020-06-09,0.82034403,0.82034403,1.0
1,2020-06-10,1.1327969,1.1327969,1.0
1,2020-06-11,0.874143,0.874143,1.0
1,2020-06-12,2.225066,2.225066,1.0
1,2020-06-13,1.6445931,1.6445931,1.0
1,2020-06-14,1.931124,1.931124,1.0
1,2020-06-15,0.8698417,0.8698417,1.0
1,2020-06-16,1.560682,1.560682,1.0
1,2020-06-17,0.6325362,0.6325362,1.0
1,2020-06-18,1.1759887,1.1759887,1.0
1,2020-06-19,1.9284403,0.0,0.0
1,2020-06-20,2.5421455,2.5421455,1.0
1,2020-06-21,2.6088276,0.0,0.0
1,2020-06-22,1.6359221,0.0,0.0
1,2020-06-23,1.2722064,1.2722064,1.0
1,2020-06-24,0.85893047,0.85893047,1.0
1,2020-06-25,1.8550546,0.0,0.0
1,2020-06-26,2.0944722,2.0944722,1.0
1,2020-06-27,1.3613802,0.0,0.0
1,2020-06-28,1.9307876,1.9307876,1.0
2,2020-01-01,0.0,0.0,1.0
2,2020-01-02,0.0,0.0,1.0
2,2020-01-03,2.0671344,0.0,0.0
2,2020-01-04,2.7097867,2.7097867,1.0
2,2020-01-05,2.182032,0.0,0.0
2,2020-01-06,0.9510611,0.9510611,1.0
2,2020-01-07,0.45217693,0.45217693,1.0
2,2020-01-08,0.8685535,0.8685535,1.0
2,2020-01-09,1.671932,0.0,0.0
2,2020-01-10,2.4807847,2.4807847,1.0
2,2020-01-11,2.221386,2.221386,1.0
2,2020-01-12,2.5353117,2.5353117,1.0
2,2020-01-13,1.7839642,1.7839642,1.0
2,2020-01-14,1.2259936,0.0,0.0
2,2020-01-15,2.0664744,0.0,0.0
2,2020-01-16,1.4747941,1.4747941,1.0
2,2020-01-17,2.7060335,0.0,0.0
2,2020-01-18,3.5967753,3.5967753,1.0
2,2020-01-19,3.0074852,0.0,0.0
2,2020-01-20,1.4942057,0.0,0.0
2,2020-01-21,0.69893444,0.0,0.0
2,2020-01-22,1.4618084,1.4618084,1.0
2,2020-01-23,2.7852738,2.7852738,1.0
2,2020-01-24,3.2430096,0.0,0.0
2,2020-01-25,3.5879753,3.5879753,1.0
2,2020-01-26,2.4913678,0.0,0.0
2,2020-01-27,2.206979,0.0,0.0
2,2020-01-28,1.3838065,0.0,0.0
2,2020-01-29,2.052292,2.052292,1.0
2,2020-01-30,2.867899,0.0,0.0
2,2020-01-31,2.8487704,0.0,0.0
2,2020-02-01,2.1345282,2.1345282,1.0
2,2020-02-02,2.4396431,2.4396431,1.0
2,2020-02-03,2.123476,2.123476,1.0
2,2020-02-04,1.9860599,1.9860599,1.0
2,2020-02-05,1.7923284,0.0,0.0
2,2020-02-06,1.6755264,0.0,0.0
2,2020-02-07,2.9208565,2.9208565,1.0
2,2020-02-08,2.6982307,0.0,0.0
2,2020-02-09,2.0149488,0.0,0.0
2,2020-02-10,1.5489954,0.0,0.0
2,2020-02-11,0.9584948,0.9584948,1.0
2,2020-02-12,1.4495299,1.4495299,1.0
2,2020-02-13,2.0214207,2.0214207,1.0
2,2020-02-14,3.3140268,3.3140268,1.0
2,2020-02-15,2.77352,2.77352,1.0
2,2020-02-16,3.2355456,3.2355456,1.0
2,2020-02-17,2.4125922,2.4125922,1.0
2,2020-02-18,1.4296436,1.4296436,1.0
2,2020-02-19,1.9976472,0.0,0.0
2,2020-02-20,2.4851499,2.4851499,1.0
2,2020-02-21,3.3760746,3.3760746,1.0
2,2020-02-22,1.9922566,1.9922566,1.0
2,2020-02-23,2.4058373,2.4058373,1.0
2,2020-02-24,2.0809088,0.0,0.0
2,2020-02-25,1.5830175,1.5830175,1.0
2,2020-02-26,0.879246,0.0,0.0
2,2020-02-27,1.8396206,0.0,0.0
2,2020-02-28,1.1844609,0.0,0.0
2,2020-02-29,2.5698555,2.5698555,1.0
2,2020-03-01,1.0378883,0.0,0.0
2,2020-03-02,0.5783622,0.0,0.0
2,2020-03-03,0.79346585,0.0,0.0
2,2020-03-04,2.0355322,2.0355322,1.0
2,2020-03-05,2.2540886,2.2540886,1.0
2,2020-03-06,2.4083843,2.4083843,1.0
2,2020-03-07,2.854275,0.0,0.0
2,2020-03-08,2.9995682,0.0,0.0
2,2020-03-09,1.7027203,0.0,0.0
2,2020-03-10,1.8425872,0.0,0.0
2,2020-03-11,1.6270242,1.6270242,1.0
2,2020-03-12,2.3473742,2.3473742,1.0
2,2020-03-13,2.2957633,2.2957633,1.0
2,2020-03-14,3.0860128,0.0,0.0
2,2020-03-15,2.4210389,2.4210389,1.0
2,2020-03-16,2.0901902,0.0,0.0
2,2020-03-17,2.4116058,0.0,0.0
2,2020-03-18,1.646543,0.0,0.0
2,2020-03-19,1.3840077,0.0,0.0
2,2020-03-20,2.8360026,2.8360026,1.0
2,2020-03-21,2.6195917,2.6195917,1.0
2,2020-03-22,1.943408,1.943408,1.0
2,2020-03-23,1.8338748,0.0,0.0
2,2020-03-24,1.4856825,1.4856825,1.0
2,2020-03-25,1.5713596,0.0,0.0
2,2020-03-26,1.7625659,1.7625659,1.0
2,2020-03-27,2.2885623,2.2885623,1.0
2,2020-03-28,2.8322985,2.8322985,1.0
2,2020-03-29,2.343521,2.343521,1.0
2,2020-03-30,1.6722583,1.6722583,1.0
2,2020-03-31,0.0,0.0,1.0
2,2020-04-01,0.6238513,0.6238513,1.0
2,2020-04-02,1.712475,0.0,0.0
2,2020-04-03,2.5883007,2.5883007,1.0
2,2020-04-04,2.7511177,0.0,0.0
2,2020-04-05,2.7556317,0.0,0.0
2,2020-04-06,2.132737,2.132737,1.0
2,2020-04-07,1.8242035,0.0,0.0
2,2020-04-08,1.8331,1.8331,1.0
2,2020-04-09,2.2983046,2.2983046,1.0
2,2020-04-10,1.3900216,0.0,0.0
2,2020-04-11,1.1778698,1.1778698,1.0
2,2020-04-12,1.5127649,1.5127649,1.0
2,2020-04-13,0.4969945,0.0,0.0
2,2020-04-14,1.0340667,0.0,0.0
2,2020-04-15,2.1936665,0.0,0.0
2,2020-04-16,1.359477,1.359477,1.0
2,2020-04-17,2.0520902,2.0520902,1.0
2,2020-04-18,1.3750999,0.0,0.0
2,2020-04-19,1.473989,1.473989,1.0
2,2020-04-20,1.4487683,0.0,0.0
2,2020-04-21,0.0,0.0,0.0
2,2020-04-22,0.09890485,0.09890485,1.0
2,2020-04-23,1.531848,1.531848,1.0
2,2020-04-24,1.507618,1.507618,1.0
2,2020-04-25,1.5349355,1.5349355,1.0
2,2020-04-26,0.4779564,0.4779564,1.0
2,2020-04-27,0.5834031,0.5834031,1.0
2,2020-04-28,0.40899736,0.40899736,1.0
2,2020-04-29,1.1661242,1.1661242,1.0
2,2020-04-30,0.8993099,0.8993099,1.0
2,2020-05-01,1.300299,0.0,0.0
2,2020-05-02,1.1008823,0.0,0.0
2,2020-05-03,0.9626703,0.9626703,1.0
2,2020-05-04,1.0265808,1.0265808,1.0
2,2020-05-05,0.21004522,0.21004522,1.0
2,2020-05-06,0.29615474,0.29615474,1.0
2,2020-05-07,1.0085695,0.0,0.0
2,2020-05-08,1.7267777,0.0,0.0
2,2020-05-09,0.8148906,0.8148906,1.0
2,2020-05-10,0.79795456,0.79795456,1.0
2,2020-05-11,0.0,0.0,1.0
2,2020-05-12,0.47680992,0.47680992,1.0
2,2020-05-13,0.5551824,0.5551824,1.0
2,2020-05-14,0.21067381,0.0,0.0
2,2020-05-15,1.2526684,0.0,0.0
2,2020-05-16,1.1414442,0.0,0.0
2,2020-05-17,0.75330484,0.0,0.0
2,2020-05-18,1.267714,1.267714,1.0
2,2020-05-19,0.7983031,0.0,0.0
2,2020-05-20,0.64347076,0.0,0.0
2,2020-05-21,1.7139972,1.7139972,1.0
2,2020-05-22,1.1530552,0.0,0.0
2,2020-05-23,1.5843415,1.5843415,1.0
2,2020-05-24,1.6300622,0.0,0.0
2,2020-05-25,0.5232379,0.5232379,1.0
2,2020-05-26,0.0,0.0,0.0
2,2020-05-27,0.0,0.0,1.0
2,2020-05-28,1.6613581,1.6613581,1.0
2,2020-05-29,2.484428,2.484428,1.0
2,2020-05-30,2.2463331,2.2463331,1.0
2,2020-05-31,2.3393655,2.3393655,1.0
2,2020-06-01,1.8453543,0.0,0.0
2,2020-06-02,0.8659979,0.0,0.0
2,2020-06-03,0.5687067,0.0,0.0
2,2020-06-04,1.4818544,1.4818544,1.0
2,2020-06-05,1.6756691,1.6756691,1.0
2,2020-06-06,1.1705705,1.1705705,1.0
2,2020-06-07,0.76135445,0.0,0.0
2,2020-06-08,1.3319091,0.0,0.0
2,2020-06-09,0.5888078,0.5888078,1.0
2,2020-06-10,1.108454,1.108454,1.0
2,2020-06-11,1.5467374,0.0,0.0
2,2020-06-12,2.1650822,0.0,0.0
2,2020-06-13,1.7684896,0.0,0.0
2,2020-06-14,1.8227804,1.8227804,1.0
2,2020-06-15,1.2498962,1.2498962,1.0
2,2020-06-16,0.5389832,0.5389832,1.0
2,2020-06-17,0.2514553,0.2514553,1.0
2,2020-06-18,1.3254207,1.3254207,1.0
2,2020-06-19,1.8677287,1.8677287,1.0
2,2020-06-20,2.540973,2.540973,1.0
2,2020-06-21,1.8957622,0.0,0.0
2,2020-06-22,1.558096,0.0,0.0
2,2020-06-23,0.8626096,0.8626096,1.0
2,2020-06-24,1.6023145,0.0,0.0
2,2020-06-25,1.2367867,1.2367867,1.0
2,2020-06-26,1.7715383,1.7715383,1.0
2,2020-06-27,2.4571002,2.4571002,1.0
2,2020-06-28,2.1281035,2.1281035,1.0
3,2020-01-01,0.0,0.0,1.0
3,2020-01-02,0.0,0.0,1.0
3,2020-01-03,2.0912473,0.0,0.0
3,2020-01-04,2.2481718,2.2481718,1.0
3,2020-01-05,1.6440877,1.6440877,1.0
3,2020-01-06,0.98640645,0.98640645,1.0
3,2020-01-07,0.6832874,0.6832874,1.0
3,2020-01-08,1.1740528,0.0,0.0
3,2020-01-09,1.6270595,1.6270595,1.0
3,2020-01-10,2.4325042,2.4325042,1.0
3,2020-01-11,2.110181,0.0,0.0
3,2020-01-12,1.954355,1.954355,1.0
3,2020-01-13,1.701176,0.0,0.0
3,2020-01-14,1.6386358,1.6386358,1.0
3,2020-01-15,1.7636547,1.7636547,1.0
3,2020-01-16,1.8263958,0.0,0.0
3,2020-01-17,2.555112,0.0,0.0
3,2020-01-18,2.1977832,0.0,0.0
3,2020-01-19,1.2859755,0.0,0.0
3,2020-01-20,1.4940094,0.0,0.0
3,2020-01-21,1.2813364,1.2813364,1.0
3,2020-01-22,1.1381129,1.1381129,1.0
3,2020-01-23,2.4263685,0.0,0.0
3,2020-01-24,2.5210207,2.5210207,1.0
3,2020-01-25,1.7652767,0.0,0.0
3,2020-01-26,2.0597627,2.0597627,1.0
3,2020-01-27,1.0139688,1.0139688,1.0
3,2020-01-28,1.3839878,1.3839878,1.0
3,2020-01-29,0.8845258,0.8845258,1.0
3,2020-01-30,1.3870082,0.0,0.0
3,2020-01-31,1.5651153,0.0,0.0
3,2020-02-01,1.921648,0.0,0.0
3,2020-02-02,1.2250359,1.2250359,1.0
3,2020-02-03,1.8731232,1.8731232,1.0
3,2020-02-04,0.93642604,0.93642604,1.0
3,2020-02-05,1.3506594,0.0,0.0
3,2020-02-06,1.4503237,0.0,0.0
3,2020-02-07,1.7021654,1.7021654,1.0
3,2020-02-08,2.4875202,2.4875202,1.0
3,2020-02-09,1.8259268,1.8259268,1.0
3,2020-02-10,1.523933,1.523933,1.0
3,2020-02-11,1.2417283,0.0,0.0
3,2020-02-12,0.95995736,0.95995736,1.0
3,2020-02-13,0.7067067,0.7067067,1.0
3,2020-02-14,1.8220003,0.0,0.0
3,2020-02-15,0.6460647,0.6460647,1.0
