unique_id,ds,demand,sales
0,2020-05-27,1.4794829,1.4794829
0,2020-05-28,2.2808237,2.2
0,2020-05-29,1.2875044,1.2875044
0,2020-05-30,2.5615926,2.2
0,2020-05-31,1.6969552,1.6969552
0,2020-06-01,2.2088873,2.2
0,2020-06-02,1.0733982,1.0733982
0,2020-06-03,1.573257,1.573257
0,2020-06-04,2.082355,2.082355
0,2020-06-05,2.0793114,2.0793114
0,2020-06-06,2.615626,2.2
0,2020-06-07,2.4312613,2.2
0,2020-06-08,1.5011898,1.5011898
0,2020-06-09,1.6017437,1.6017437
0,2020-06-10,0.49573082,0.49573082
0,2020-06-11,1.7577214,1.7577214
0,2020-06-12,1.3777959,1.3777959
0,2020-06-13,1.9472485,1.9472485
0,2020-06-14,1.5144048,1.5144048
0,2020-06-15,1.1246898,1.1246898
0,2020-06-16,0.19263762,0.19263762
0,2020-06-17,0.87481666,0.87481666
0,2020-06-18,1.8352845,1.8352845
0,2020-06-19,2.706163,2.2
0,2020-06-20,2.5183911,2.2
0,2020-06-21,1.9954083,1.9954083
0,2020-06-22,1.3859158,1.3859158
0,2020-06-23,1.591172,1.591172
0,2020-06-24,1.4327393,1.4327393
0,2020-06-25,2.2700863,2.2
0,2020-06-26,3.136812,2.2
0,2020-06-27,2.194368,2.194368
0,2020-06-28,2.9979231,2.2
1,2020-01-01,0.0,0.0
1,2020-01-02,0.0,0.0
1,2020-01-03,1.5401955,1.5401955
1,2020-01-04,1.6620309,1.6620309
1,2020-01-05,1.0090599,1.0090599
1,2020-01-06,0.899181,0.899181
1,2020-01-07,0.9886893,0.9886893
1,2020-01-08,0.10956192,0.10956192
1,2020-01-09,1.0470887,1.0470887
1,2020-01-10,1.2955565,1.2955565
1,2020-01-11,1.7990538,1.7990538
1,2020-01-12,0.7363692,0.7363692
1,2020-01-13,1.1810055,1.1810055
1,2020-01-14,1.0370913,1.0370913
1,2020-01-15,0.0,0.0
1,2020-01-16,1.4887742,1.4887742
1,2020-01-17,0.7122864,0.7122864
1,2020-01-18,2.037519,2.037519
1,2020-01-19,1.556966,1.556966
1,2020-01-20,1.3765724,1.3765724
1,2020-01-21,0.34198946,0.34198946
1,2020-01-22,0.9963093,0.9963093
1,2020-01-23,0.6524801,0.6524801
1,2020-01-24,1.0297405,1.0297405
1,2020-01-25,1.4292923,1.4292923
1,2020-01-26,0.8050028,0.8050028
1,2020-01-27,0.24574092,0.24574092
1,2020-01-28,0.6158514,0.6158514
1,2020-01-29,0.4940812,0.4940812
1,2020-01-30,0.87807703,0.87807703
1,2020-01-31,2.1218002,2.1218002
1,2020-02-01,1.818835,1.818835
1,2020-02-02,0.5113131,0.5113131
1,2020-02-03,0.42823416,0.42823416
1,2020-02-04,0.028450519,0.028450519
1,2020-02-05,0.58630073,0.58630073
1,2020-02-06,1.0103,1.0103
1,2020-02-07,1.4060642,1.4060642
1,2020-02-08,2.528814,2.2
1,2020-02-09,1.458628,1.458628
1,2020-02-10,1.250587,1.250587
1,2020-02-11,0.835446,0.835446
1,2020-02-12,0.76953673,0.76953673
1,2020-02-13,0.7756312,0.7756312
1,2020-02-14,2.494608,2.2
1,2020-02-15,2.1660924,2.1660924
1,2020-02-16,2.2942667,2.2
1,2020-02-17,1.7646279,1.7646279
1,2020-02-18,1.5026357,1.5026357
1,2020-02-19,1.6803461,1.6803461
1,2020-02-20,1.9866447,1.9866447
1,2020-02-21,1.4115379,1.4115379
1,2020-02-22,2.6379163,2.2
1,2020-02-23,2.1073735,2.1073735
1,2020-02-24,1.8366301,1.8366301
1,2020-02-25,0.5632161,0.5632161
1,2020-02-26,1.6879954,1.6879954
1,2020-02-27,1.2785708,1.2785708
1,2020-02-28,2.1598876,2.1598876
1,2020-02-29,2.2100532,2.2
1,2020-03-01,1.8877892,1.8877892
1,2020-03-02,1.2711978,1.2711978
1,2020-03-03,0.39835763,0.39835763
1,2020-03-04,0.5380971,0.5380971
1,2020-03-05,1.7870839,1.7870839
1,2020-03-06,2.1721578,2.1721578
1,2020-03-07,1.5339382,1.5339382
1,2020-03-08,2.316408,2.2
1,2020-03-09,1.11812,1.11812
1,2020-03-10,0.7780237,0.7780237
1,2020-03-11,1.6610208,1.6610208
1,2020-03-12,2.1654766,2.1654766
1,2020-03-13,1.7618041,1.7618041
1,2020-03-14,3.098008,2.2
1,2020-03-15,2.0726302,2.0726302
1,2020-03-16,1.7503495,1.7503495
1,2020-03-17,0.7231282,0.7231282
1,2020-03-18,0.920918,0.920918
1,2020-03-19,1.8842808,1.8842808
1,2020-03-20,1.8443406,1.8443406
1,2020-03-21,2.9817734,2.2
1,2020-03-22,2.2760756,2.2
1,2020-03-23,1.4716902,1.4716902
1,2020-03-24,1.4831538,1.4831538
1,2020-03-25,1.1356595,1.1356595
1,2020-03-26,1.3607789,1.3607789
1,2020-03-27,1.5163794,1.5163794
1,2020-03-28,1.8405657,1.8405657
1,2020-03-29,2.14822,2.14822
1,2020-03-30,1.7676425,1.7676425
1,2020-03-31,0.7954993,0.7954993
1,2020-04-01,1.0239359,1.0239359
1,2020-04-02,1.431007,1.431007
1,2020-04-03,1.8972769,1.8972769
1,2020-04-04,1.7805138,1.7805138
1,2020-04-05,2.1483765,2.1483765
1,2020-04-06,1.2633307,1.2633307
1,2020-04-07,1.1950732,1.1950732
1,2020-04-08,1.3171551,1.3171551
1,2020-04-09,2.8411329,2.2
1,2020-04-10,2.8777654,2.2
1,2020-04-11,2.5017025,2.2
1,2020-04-12,2.4405699,2.2
1,2020-04-13,0.9614805,0.9614805
1,2020-04-14,0.23259002,0.23259002
1,2020-04-15,0.61222804,0.61222804
1,2020-04-16,1.375158,1.375158
1,2020-04-17,2.2128506,2.2
1,2020-04-18,1.8305521,1.8305521
1,2020-04-19,1.3560886,1.3560886
1,2020-04-20,1.396605,1.396605
1,2020-04-21,1.1163318,1.1163318
1,2020-04-22,1.4892216,1.4892216
1,2020-04-23,2.3179824,2.2
1,2020-04-24,3.1285176,2.2
1,2020-04-25,3.614365,2.2
1,2020-04-26,3.4905033,2.2
1,2020-04-27,2.2727432,2.2
1,2020-04-28,1.7545896,1.7545896
1,2020-04-29,2.0459328,2.0459328
1,2020-04-30,2.1481626,2.1481626
1,2020-05-01,2.7035007,2.2
1,2020-05-02,2.2396505,2.2
1,2020-05-03,1.6357111,1.6357111
1,2020-05-04,1.6300657,1.6300657
1,2020-05-05,0.74082243,0.74082243
1,2020-05-06,1.2632434,1.2632434
1,2020-05-07,1.1400018,1.1400018
1,2020-05-08,1.3422718,1.3422718
1,2020-05-09,1.0232604,1.0232604
1,2020-05-10,1.0848346,1.0848346
1,2020-05-11,0.96885335,0.96885335
1,2020-05-12,0.0,0.0
1,2020-05-13,0.8706131,0.8706131
1,2020-05-14,1.6204587,1.6204587
1,2020-05-15,2.161822,2.161822
1,2020-05-16,2.4218245,2.2
1,2020-05-17,1.7430546,1.7430546
1,2020-05-18,1.1458272,1.1458272
1,2020-05-19,0.26397777,0.26397777
1,2020-05-20,0.1633293,0.1633293
1,2020-05-21,1.4662135,1.4662135
1,2020-05-22,0.013769746,0.013769746
1,2020-05-23,0.5148692,0.5148692
1,2020-05-24,0.22944707,0.22944707
1,2020-05-25,0.47101557,0.47101557
1,2020-05-26,0.5351482,0.5351482
1,2020-05-27,0.5795757,0.5795757
1,2020-05-28,0.8092985,0.8092985
1,2020-05-29,2.353437,2.2
1,2020-05-30,1.7014807,1.7014807
1,2020-05-31,0.67976445,0.67976445
1,2020-06-01,0.43878067,0.43878067
1,2020-06-02,0.79901046,0.79901046
1,2020-06-03,0.7808176,0.7808176
1,2020-06-04,0.9951782,0.9951782
1,2020-06-05,1.0017843,1.0017843
1,2020-06-06,1.6406862,1.6406862
1,2020-06-07,0.32677954,0.32677954
1,2020-06-08,0.13524777,0.13524777
1,2020-06-09,0.12651998,0.12651998
1,2020-06-10,0.24704328,0.24704328
1,2020-06-11,1.4834838,1.4834838
1,2020-06-12,1.1149724,1.1149724
1,2020-06-13,2.2067158,2.2
1,2020-06-14,0.38297725,0.38297725
1,2020-06-15,0.7533729,0.7533729
1,2020-06-16,1.0488454,1.0488454
1,2020-06-17,1.3475232,1.3475232
1,2020-06-18,0.8432455,0.8432455
1,2020-06-19,2.2622237,2.2
1,2020-06-20,2.5435429,2.2
1,2020-06-21,0.0,0.0
1,2020-06-22,1.1813126,1.1813126
1,2020-06-23,1.0400507,1.0400507
1,2020-06-24,0.82425475,0.82425475
1,2020-06-25,0.4987327,0.4987327
1,2020-06-26,1.5623443,1.5623443
1,2020-06-27,2.0012686,2.0012686
1,2020-06-28,1.2738311,1.2738311
2,2020-01-01,0.0,0.0
2,2020-01-02,0.0,0.0
2,2020-01-03,2.8755546,2.2
2,2020-01-04,2.782638,2.2
2,2020-01-05,2.6327238,2.2
2,2020-01-06,1.9605837,1.9605837
2,2020-01-07,1.172828,1.172828
2,2020-01-08,1.3140253,1.3140253
2,2020-01-09,2.2519245,2.2
2,2020-01-10,1.9773426,1.9773426
2,2020-01-11,2.5325878,2.2
2,2020-01-12,3.1212502,2.2
2,2020-01-13,1.8000503,1.8000503
2,2020-01-14,2.0787268,2.0787268
2,2020-01-15,2.0939841,2.0939841
2,2020-01-16,2.338501,2.2
2,2020-01-17,1.9152265,1.9152265
2,2020-01-18,2.8384655,2.2
2,2020-01-19,2.424526,2.2
2,2020-01-20,1.6569961,1.6569961
2,2020-01-21,0.5032464,0.5032464
2,2020-01-22,2.028242,2.028242
2,2020-01-23,1.1851919,1.1851919
2,2020-01-24,2.696052,2.2
2,2020-01-25,2.4334984,2.2
2,2020-01-26,2.3602989,2.2
2,2020-01-27,2.0424407,2.0424407
2,2020-01-28,1.1545397,1.1545397
2,2020-01-29,1.7839267,1.7839267
2,2020-01-30,1.4815488,1.4815488
2,2020-01-31,3.205902,2.2
2,2020-02-01,3.1926641,2.2
2,2020-02-02,2.2155921,2.2
2,2020-02-03,2.1317146,2.1317146
2,2020-02-04,1.7340603,1.7340603
2,2020-02-05,1.3282259,1.3282259
2,2020-02-06,1.9299927,1.9299927
2,2020-02-07,2.272024,2.2
2,2020-02-08,2.1110816,2.1110816
2,2020-02-09,1.8166685,1.8166685
2,2020-02-10,1.296928,1.296928
2,2020-02-11,1.1573902,1.1573902
2,2020-02-12,0.85839653,0.85839653
2,2020-02-13,1.3100511,1.3100511
2,2020-02-14,2.0046086,2.0046086
2,2020-02-15,1.3582287,1.3582287
2,2020-02-16,0.15697432,0.15697432
2,2020-02-17,1.3162638,1.3162638
2,2020-02-18,0.6744578,0.6744578
2,2020-02-19,0.6477301,0.6477301
2,2020-02-20,1.1737318,1.1737318
2,2020-02-21,2.153661,2.153661
2,2020-02-22,1.3382298,1.3382298
2,2020-02-23,0.082286894,0.082286894
2,2020-02-24,0.12735498,0.12735498
2,2020-02-25,0.10187802,0.10187802
2,2020-02-26,0.11147568,0.11147568
2,2020-02-27,1.2589641,1.2589641
2,2020-02-28,1.8972352,1.8972352
2,2020-02-29,2.307437,2.2
2,2020-03-01,1.6672199,1.6672199
2,2020-03-02,1.4404464,1.4404464
2,2020-03-03,0.07922894,0.07922894
2,2020-03-04,1.2572522,1.2572522
2,2020-03-05,2.0342631,2.0342631
2,2020-03-06,2.468493,2.2
2,2020-03-07,2.4186416,2.2
2,2020-03-08,1.6560339,1.6560339
2,2020-03-09,1.8326504,1.8326504
2,2020-03-10,2.0604057,2.0604057
2,2020-03-11,1.0767864,1.0767864
2,2020-03-12,2.0624418,2.0624418
2,2020-03-13,2.2450018,2.2
2,2020-03-14,3.0602462,2.2
2,2020-03-15,1.6525946,1.6525946
2,2020-03-16,1.7477906,1.7477906
2,2020-03-17,1.4599247,1.4599247
2,2020-03-18,1.8469517,1.8469517
2,2020-03-19,3.0409133,2.2
2,2020-03-20,3.6242568,2.2
2,2020-03-21,2.387587,2.2
2,2020-03-22,2.5467134,2.2
2,2020-03-23,1.2605953,1.2605953
2,2020-03-24,0.08819586,0.08819586
2,2020-03-25,1.2337694,1.2337694
2,2020-03-26,2.0736103,2.0736103
2,2020-03-27,3.0308301,2.2
2,2020-03-28,3.130137,2.2
2,2020-03-29,3.0663662,2.2
2,2020-03-30,2.0026515,2.0026515
2,2020-03-31,1.0633183,1.0633183
2,2020-04-01,1.7986269,1.7986269
2,2020-04-02,1.5400033,1.5400033
2,2020-04-03,2.9764836,2.2
2,2020-04-04,2.6694973,2.2
2,2020-04-05,3.0706992,2.2
2,2020-04-06,1.593546,1.593546
2,2020-04-07,1.3656646,1.3656646
2,2020-04-08,2.083068,2.083068
2,2020-04-09,2.2855701,2.2
2,2020-04-10,1.9913602,1.9913602
2,2020-04-11,2.3575137,2.2
2,2020-04-12,2.773788,2.2
2,2020-04-13,1.8180449,1.8180449
2,2020-04-14,1.6654359,1.6654359
2,2020-04-15,1.9830544,1.9830544
2,2020-04-16,2.751679,2.2
2,2020-04-17,2.0341885,2.0341885
2,2020-04-18,2.7114942,2.2
2,2020-04-19,2.452755,2.2
2,2020-04-20,1.9252458,1.9252458
2,2020-04-21,1.3495332,1.3495332
2,2020-04-22,1.9280782,1.9280782
2,2020-04-23,3.0217388,2.2
2,2020-04-24,3.5362122,2.2
2,2020-04-25,2.3134022,2.2
2,2020-04-26,1.6137944,1.6137944
2,2020-04-27,2.0900028,2.0900028
2,2020-04-28,1.5312514,1.5312514
2,2020-04-29,1.4279164,1.4279164
2,2020-04-30,1.5628113,1.5628113
2,2020-05-01,2.571732,2.2
2,2020-05-02,2.373743,2.2
2,2020-05-03,1.7773478,1.7773478
2,2020-05-04,1.8631277,1.8631277
2,2020-05-05,2.0838792,2.0838792
2,2020-05-06,1.6402186,1.6402186
2,2020-05-07,2.0379794,2.0379794
2,2020-05-08,2.5004814,2.2
2,2020-05-09,1.6072001,1.6072001
2,2020-05-10,1.7261161,1.7261161
2,2020-05-11,1.089773,1.089773
2,2020-05-12,0.94077206,0.94077206
2,2020-05-13,0.86392754,0.86392754
2,2020-05-14,1.3934994,1.3934994
2,2020-05-15,2.6070259,2.2
2,2020-05-16,1.5640873,1.5640873
2,2020-05-17,1.1597152,1.1597152
2,2020-05-18,0.17174804,0.17174804
2,2020-05-19,0.45059037,0.45059037
2,2020-05-20,0.0,0.0
2,2020-05-21,0.88025784,0.88025784
2,2020-05-22,1.6606005,1.6606005
2,2020-05-23,0.8472636,0.8472636
2,2020-05-24,0.92542756,0.92542756
2,2020-05-25,0.0,0.0
2,2020-05-26,0.5430784,0.5430784
2,2020-05-27,0.85721767,0.85721767
2,2020-05-28,0.8246585,0.8246585
2,2020-05-29,1.7232741,1.7232741
2,2020-05-30,2.133934,2.133934
2,2020-05-31,1.4932305,1.4932305
2,2020-06-01,1.1405534,1.1405534
2,2020-06-02,0.7794858,0.7794858
2,2020-06-03,0.83068824,0.83068824
2,2020-06-04,1.230463,1.230463
2,2020-06-05,1.608568,1.608568
2,2020-06-06,1.9857128,1.9857128
2,2020-06-07,1.7281861,1.7281861
2,2020-06-08,1.1424906,1.1424906
2,2020-06-09,1.74121,1.74121
2,2020-06-10,1.2489378,1.2489378
2,2020-06-11,2.194697,2.194697
2,2020-06-12,2.7084193,2.2
2,2020-06-13,2.337487,2.2
2,2020-06-14,2.8021183,2.2
2,2020-06-15,1.8738657,1.8738657
2,2020-06-16,1.3993019,1.3993019
2,2020-06-17,1.83102,1.83102
2,2020-06-18,1.8664458,1.8664458
2,2020-06-19,2.0471828,2.0471828
2,2020-06-20,2.4930685,2.2
2,2020-06-21,0.48370993,0.48370993
2,2020-06-22,1.7552774,1.7552774
2,2020-06-23,1.1751621,1.1751621
2,2020-06-24,1.1963762,1.1963762
2,2020-06-25,1.5855671,1.5855671
2,2020-06-26,1.94262,1.94262
2,2020-06-27,2.0118155,2.0118155
2,2020-06-28,1.9384253,1.9384253
3,2020-01-01,0.0,0.0
3,2020-01-02,0.0,0.0
3,2020-01-03,1.9143848,1.9143848
3,2020-01-04,1.7569716,1.7569716
3,2020-01-05,1.8084598,1.8084598
3,2020-01-06,0.00045907497,0.00045907497
3,2020-01-07,0.46117777,0.46117777
3,2020-01-08,0.06487131,0.06487131
3,2020-01-09,0.0930168,0.0930168
3,2020-01-10,1.3561238,1.3561238
3,2020-01-11,0.90673137,0.90673137
3,2020-01-12,0.29750347,0.29750347
3,2020-01-13,1.0852542,1.0852542
3,2020-01-14,0.5600442,0.5600442
3,2020-01-15,0.1297603,0.1297603
3,2020-01-16,0.44525325,0.44525325
3,2020-01-17,1.1985373,1.1985373
3,2020-01-18,1.4014342,1.4014342
3,2020-01-19,1.6176718,1.6176718
3,2020-01-20,1.5604792,1.5604792
3,2020-01-21,1.1779652,1.1779652
3,2020-01-22,1.7222728,1.7222728
3,2020-01-23,0.6955415,0.6955415
3,2020-01-24,2.3425193,2.2
3,2020-01-25,1.7300488,1.7300488
3,2020-01-26,1.58185,1.58185
3,2020-01-27,0.96134204,0.96134204
3,2020-01-28,0.7076909,0.7076909
3,2020-01-29,0.8878598,0.8878598
3,2020-01-30,1.2574296,1.2574296
3,2020-01-31,1.7992401,1.7992401
3,2020-02-01,1.4391836,1.4391836
3,2020-02-02,2.530324,2.2
3,2020-02-03,1.6381092,1.6381092
3,2020-02-04,0.60241675,0.60241675
3,2020-02-05,0.79859304,0.79859304
3,2020-02-06,1.8899789,1.8899789
3,2020-02-07,2.3629203,2.2
3,2020-02-08,2.6168146,2.2
3,2020-02-09,2.625076,2.2
3,2020-02-10,1.6529562,1.6529562
3,2020-02-11,1.7991147,1.7991147
3,2020-02-12,1.7578151,1.7578151
3,2020-02-13,0.8645644,0.8645644
3,2020-02-14,2.4110737,2.2
3,2020-02-15,3.1049275,2.2
3,2020-02-16,2.4763787,2.2
3,2020-02-17,1.373801,1.373801
3,2020-02-18,1.8995368,1.8995368
3,2020-02-19,1.2363905,1.2363905
3,2020-02-20,2.0557618,2.0557618
3,2020-02-21,2.8235035,2.2
3,2020-02-22,1.9616122,1.9616122
3,2020-02-23,1.1134763,1.1134763
3,2020-02-24,0.47852886,0.47852886
3,2020-02-25,1.4564621,1.4564621
3,2020-02-26,1.1855237,1.1855237
3,2020-02-27,1.8168888,1.8168888
3,2020-02-28,2.6888409,2.2
3,2020-02-29,2.561545,2.2
3,2020-03-01,2.3053942,2.2
3,2020-03-02,1.6887678,1.6887678
3,2020-03-03,0.7020378,0.7020378
3,2020-03-04,2.5154188,2.2
3,2020-03-05,1.4422684,1.4422684
3,2020-03-06,2.4439335,2.2
3,2020-03-07,3.187967,2.2
3,2020-03-08,2.543939,2.2
3,2020-03-09,1.6397934,1.6397934
3,2020-03-10,1.3839867,1.3839867
3,2020-03-11,2.185455,2.185455
3,2020-03-12,2.2749608,2.2
3,2020-03-13,1.7981043,1.7981043
3,2020-03-14,2.272583,2.2
3,2020-03-15,1.8395972,1.8395972
3,2020-03-16,0.6942018,0.6942018
3,2020-03-17,0.70133895,0.70133895
3,2020-03-18,1.0470127,1.0470127
3,2020-03-19,1.1878963,1.1878963
3,2020-03-20,1.7318878,1.7318878
3,2020-03-21,2.0871077,2.0871077
3,2020-03-22,1.7506813,1.7506813
3,2020-03-23,1.0150305,1.0150305
3,2020-03-24,0.4664287,0.4664287
3,2020-03-25,1.1222863,1.1222863
3,2020-03-26,1.2396572,1.2396572
3,2020-03-27,1.9590335,1.9590335
3,2020-03-28,1.4361857,1.4361857
3,2020-03-29,1.6496536,1.6496536
3,2020-03-30,1.0348902,1.0348902
3,2020-03-31,0.9619611,0.9619611
3,2020-04-01,0.6694925,0.6694925
3,2020-04-02,1.0579258,1.0579258
3,2020-04-03,2.3100045,2.2
3,2020-04-04,2.2357187,2.2
3,2020-04-05,2.1701326,2.1701326
3,2020-04-06,1.4837178,1.4837178
3,2020-04-07,1.4565516,1.4565516
3,2020-04-08,1.1241695,1.1241695
3,2020-04-09,1.9985392,1.9985392
3,2020-04-10,2.0914638,2.0914638
3,2020-04-11,2.5644073,2.2
3,2020-04-12,1.3146831,1.3146831
3,2020-04-13,1.193727,1.193727
3,2020-04-14,0.6566696,0.6566696
3,2020-04-15,1.8032445,1.8032445
3,2020-04-16,1.5044954,1.5044954
3,2020-04-17,2.9114745,2.2
3,2020-04-18,2.7098794,2.2
3,2020-04-19,3.1755428,2.2
3,2020-04-20,1.6864352,1.6864352
3,2020-04-21,2.2241328,2.2
3,2020-04-22,2.1374633,2.1374633
3,2020-04-23,1.5854445,1.5854445
3,2020-04-24,2.2066724,2.2
3,2020-04-25,2.3669271,2.2
3,2020-04-26,2.0679965,2.0679965
3,2020-04-27,1.8940015,1.8940015
3,2020-04-28,1.1186638,1.1186638
3,2020-04-29,0.80875444,0.80875444
3,2020-04-30,1.4638289,1.4638289
3,2020-05-01,2.7337031,2.2
3,2020-05-02,2.7713735,2.2
3,2020-05-03,1.9365208,1.9365208
3,2020-05-04,1.2465934,1.2465934
3,2020-05-05,2.0041165,2.0041165
3,2020-05-06,1.2790301,1.2790301
3,2020-05-07,1.7984965,1.7984965
3,2020-05-08,1.0718287,1.0718287
3,2020-05-09,1.8098261,1.8098261
3,2020-05-10,0.7081294,0.7081294
3,2020-05-11,0.7177763,0.7177763
3,2020-05-12,0.0,0.0
3,2020-05-13,0.2366535,0.2366535
3,2020-05-14,1.1177377,1.1177377
3,2020-05-15,1.3402882,1.3402882
3,2020-05-16,0.9034749,0.9034749
3,2020-05-17,1.1806879,1.1806879
3,2020-05-18,0.9524684,0.9524684
3,2020-05-19,0.0,0.0
3,2020-05-20,0.77522194,0.77522194
3,2020-05-21,1.3418384,1.3418384
3,2020-05-22,2.337299,2.2
3,2020-05-23,1.6399434,1.6399434
3,2020-05-24,1.7176368,1.7176368
3,2020-05-25,0.8164184,0.8164184
3,2020-05-26,0.16297996,0.16297996
3,2020-05-27,1.217403,1.217403
